RESTAURANT NAME,COUNTRY,CITY,DAYS OF WEEK,START TIME(HOUR),START TIME(MINUTE),END TIME(HOUR),END TIME(MINUTE)
Hanaichi Sushi Bar + Dining,AU,Brisbane,0,11,30,21,00
Hanaichi Sushi Bar + Dining,AU,Brisbane,1,11,30,21,00
Hanaichi Sushi Bar + Dining,AU,Brisbane,2,11,30,21,00
Hanaichi Sushi Bar + Dining,AU,Brisbane,3,11,30,21,00
Hanaichi Sushi Bar + Dining,AU,Brisbane,4,11,30,22,00
Hanaichi Sushi Bar + Dining,AU,Brisbane,5,11,30,22,00
Hanaichi Sushi Bar + Dining,AU,Brisbane,6,11,30,21,00
Honor Food,AU,Brisbane,0,06,00,15,00
Honor Food,AU,Brisbane,1,06,00,15,00
Honor Food,AU,Brisbane,2,06,00,15,00
Honor Food,AU,Brisbane,3,06,00,15,00
Honor Food,AU,Brisbane,4,06,00,15,00
Honor Food,AU,Brisbane,5,06,00,15,00
Honor Food,AU,Brisbane,6,06,00,15,00
Hops Scotch & Beans,AU,Brisbane,0,07,00,15,00
Hops Scotch & Beans,AU,Brisbane,1,07,00,15,00
Hops Scotch & Beans,AU,Brisbane,2,07,00,15,00
Hops Scotch & Beans,AU,Brisbane,3,07,00,15,00
Hops Scotch & Beans,AU,Brisbane,4,07,00,15,00
Hops Scotch & Beans,AU,Brisbane,5,07,00,15,00
Hops Scotch & Beans,AU,Brisbane,6,08,00,13,00
Hundred Acre Bar,AU,Brisbane,0,07,00,18,00
Hundred Acre Bar,AU,Brisbane,1,07,00,18,00
Hundred Acre Bar,AU,Brisbane,2,07,00,21,00
Hundred Acre Bar,AU,Brisbane,3,07,00,21,00
Hundred Acre Bar,AU,Brisbane,4,07,00,21,00
Hundred Acre Bar,AU,Brisbane,5,08,00,21,00
Hundred Acre Bar,AU,Brisbane,6,08,00,18,00
Ichiban Yakitori,AU,Brisbane,0,10,30,16,30
Ichiban Yakitori,AU,Brisbane,1,10,30,16,30
Ichiban Yakitori,AU,Brisbane,2,10,30,16,30
Ichiban Yakitori,AU,Brisbane,3,10,30,16,30
Ichiban Yakitori,AU,Brisbane,4,10,30,16,30
Indian Mehfil,AU,Brisbane,0,17,00,21,00
Indian Mehfil,AU,Brisbane,1,16,30,21,00
Indian Mehfil,AU,Brisbane,2,16,30,21,00
Indian Mehfil,AU,Brisbane,3,16,30,22,00
Indian Mehfil,AU,Brisbane,4,16,30,22,00
Indian Mehfil,AU,Brisbane,5,11,00,21,00
Jimmy's on the Mall,AU,Brisbane,0,09,00,09,00
Jimmy's on the Mall,AU,Brisbane,1,09,00,09,00
Jimmy's on the Mall,AU,Brisbane,2,09,00,09,00
Jimmy's on the Mall,AU,Brisbane,3,09,00,09,00
Jimmy's on the Mall,AU,Brisbane,4,09,00,09,00
Jimmy's on the Mall,AU,Brisbane,5,09,00,09,00
Jimmy's on the Mall,AU,Brisbane,6,09,00,09,00
Jo Jo's,AU,Brisbane,0,11,00,21,00
Jo Jo's,AU,Brisbane,1,11,00,21,00
Jo Jo's,AU,Brisbane,2,11,00,21,00
Jo Jo's,AU,Brisbane,3,11,00,21,00
Jo Jo's,AU,Brisbane,4,11,00,21,00
Jo Jo's,AU,Brisbane,5,11,00,21,00
Jo Jo's,AU,Brisbane,6,11,00,21,00
Kabuki Teppanyaki Brisbane,AU,Brisbane,0,12,00,14,30
Kabuki Teppanyaki Brisbane,AU,Brisbane,0,18,00,21,30
Kabuki Teppanyaki Brisbane,AU,Brisbane,1,12,00,14,30
Kabuki Teppanyaki Brisbane,AU,Brisbane,1,18,00,21,30
Kabuki Teppanyaki Brisbane,AU,Brisbane,2,12,00,14,30
Kabuki Teppanyaki Brisbane,AU,Brisbane,2,18,00,21,30
Kabuki Teppanyaki Brisbane,AU,Brisbane,3,12,00,14,30
Kabuki Teppanyaki Brisbane,AU,Brisbane,3,18,00,21,30
Kabuki Teppanyaki Brisbane,AU,Brisbane,4,12,00,14,30
Kabuki Teppanyaki Brisbane,AU,Brisbane,4,18,00,21,30
Kabuki Teppanyaki Brisbane,AU,Brisbane,5,18,00,21,30
Kingsleys Steak & Crabhouse,AU,Brisbane,0,11,30,23,30
Kingsleys Steak & Crabhouse,AU,Brisbane,1,11,30,23,30
Kingsleys Steak & Crabhouse,AU,Brisbane,2,11,30,23,30
Kingsleys Steak & Crabhouse,AU,Brisbane,3,11,30,23,30
Kingsleys Steak & Crabhouse,AU,Brisbane,4,11,30,23,30
Kingsleys Steak & Crabhouse,AU,Brisbane,5,11,30,23,30
Kingsleys Steak & Crabhouse,AU,Brisbane,6,11,30,22,00
Kitchen At Treasury,AU,Brisbane,0,00,00,00,00
Kitchen At Treasury,AU,Brisbane,1,00,00,00,00
Kitchen At Treasury,AU,Brisbane,2,00,00,00,00
Kitchen At Treasury,AU,Brisbane,3,00,00,00,00
Kitchen At Treasury,AU,Brisbane,4,00,00,00,00
Kitchen At Treasury,AU,Brisbane,5,00,00,00,00
Kitchen At Treasury,AU,Brisbane,6,00,00,00,00
Kitchen Sanitarium,AU,Brisbane,0,07,00,14,00
Kitchen Sanitarium,AU,Brisbane,1,07,00,14,00
Kitchen Sanitarium,AU,Brisbane,2,07,00,14,00
Kitchen Sanitarium,AU,Brisbane,3,07,00,14,00
Kitchen Sanitarium,AU,Brisbane,4,07,00,14,00
Kokoro Bistro,AU,Brisbane,1,11,00,22,00
Kokoro Bistro,AU,Brisbane,2,11,00,22,00
Kokoro Bistro,AU,Brisbane,3,11,00,22,00
Kokoro Bistro,AU,Brisbane,4,11,00,22,00
Kokoro Bistro,AU,Brisbane,5,11,00,22,00
Kokoro Bistro,AU,Brisbane,6,11,00,22,00
Korean Burger,AU,Brisbane,0,11,00,00,00
Korean Burger,AU,Brisbane,1,11,00,00,00
Korean Burger,AU,Brisbane,2,11,00,00,00
Korean Burger,AU,Brisbane,3,11,00,00,00
Korean Burger,AU,Brisbane,4,12,00,01,00
Korean Burger,AU,Brisbane,5,12,00,01,00
Korean Burger,AU,Brisbane,6,12,00,01,00
La Dolce Vita,AU,Brisbane,0,07,00,17,00
La Dolce Vita,AU,Brisbane,1,07,00,17,00
La Dolce Vita,AU,Brisbane,2,07,00,17,00
La Dolce Vita,AU,Brisbane,3,07,00,17,00
La Dolce Vita,AU,Brisbane,4,07,00,17,00
Le Bon Choix,AU,Brisbane,0,07,00,18,00
Le Bon Choix,AU,Brisbane,1,07,00,18,00
Le Bon Choix,AU,Brisbane,2,07,00,18,00
Le Bon Choix,AU,Brisbane,3,07,00,18,00
Le Bon Choix,AU,Brisbane,4,07,00,18,00
Le Bon Choix,AU,Brisbane,5,07,00,17,00
Le Bon Choix,AU,Brisbane,6,07,00,17,00
Little Saigon Grill,AU,Brisbane,0,08,00,16,00
Little Saigon Grill,AU,Brisbane,1,08,00,16,00
Little Saigon Grill,AU,Brisbane,2,08,00,16,00
Little Saigon Grill,AU,Brisbane,3,08,00,16,00
Little Saigon Grill,AU,Brisbane,4,08,00,21,30
Little Singapore,AU,Brisbane,0,11,00,21,00
Little Singapore,AU,Brisbane,1,11,00,21,00
Little Singapore,AU,Brisbane,2,11,00,21,00
Little Singapore,AU,Brisbane,3,11,00,21,00
Little Singapore,AU,Brisbane,4,11,00,23,00
Little Singapore,AU,Brisbane,5,11,00,22,00
Little Singapore,AU,Brisbane,6,11,00,21,00
Locavore Cafe,AU,Brisbane,0,05,30,15,00
Locavore Cafe,AU,Brisbane,1,05,30,15,00
Locavore Cafe,AU,Brisbane,2,05,30,15,00
Locavore Cafe,AU,Brisbane,3,05,30,15,00
Locavore Cafe,AU,Brisbane,4,05,30,15,00
Locavore Cafe,AU,Brisbane,5,07,00,14,00
Locavore Cafe,AU,Brisbane,6,07,00,14,00
LR Sushi,AU,Brisbane,0,09,00,17,30
LR Sushi,AU,Brisbane,1,09,00,17,30
LR Sushi,AU,Brisbane,2,09,00,17,30
LR Sushi,AU,Brisbane,3,09,00,17,30
LR Sushi,AU,Brisbane,4,09,00,21,00
LR Sushi,AU,Brisbane,5,09,00,17,00
LR Sushi,AU,Brisbane,6,10,30,16,00
Lutèce Bistro & Wine Bar,AU,Brisbane,1,11,30,14,30
Lutèce Bistro & Wine Bar,AU,Brisbane,1,18,00,22,00
Lutèce Bistro & Wine Bar,AU,Brisbane,2,11,30,14,30
Lutèce Bistro & Wine Bar,AU,Brisbane,2,18,00,22,00
Lutèce Bistro & Wine Bar,AU,Brisbane,3,11,30,14,30
Lutèce Bistro & Wine Bar,AU,Brisbane,3,18,00,22,00
Lutèce Bistro & Wine Bar,AU,Brisbane,4,11,30,14,30
Lutèce Bistro & Wine Bar,AU,Brisbane,4,18,00,22,00
Lutèce Bistro & Wine Bar,AU,Brisbane,5,11,30,14,30
Lutèce Bistro & Wine Bar,AU,Brisbane,5,18,00,22,00
Lutèce Bistro & Wine Bar,AU,Brisbane,6,10,00,15,00
Lutèce Bistro & Wine Bar,AU,Brisbane,6,18,00,22,00
Marchetti Cafe,AU,Brisbane,0,07,00,16,00
Marchetti Cafe,AU,Brisbane,1,07,00,16,00
Marchetti Cafe,AU,Brisbane,2,07,00,16,00
Marchetti Cafe,AU,Brisbane,3,07,00,16,00
Marchetti Cafe,AU,Brisbane,4,07,00,21,00
Marchetti Cafe,AU,Brisbane,5,08,30,15,00
Masala Art,AU,Brisbane,0,10,00,21,00
Masala Art,AU,Brisbane,1,10,00,21,00
Masala Art,AU,Brisbane,2,10,00,21,00
Masala Art,AU,Brisbane,3,10,00,21,00
Masala Art,AU,Brisbane,4,10,00,21,00
Masala Art,AU,Brisbane,5,12,00,20,00
Masala Art,AU,Brisbane,6,12,00,20,00
Melbourne Street Wine & Tapas Bar,AU,Brisbane,1,10,00,12,00
Melbourne Street Wine & Tapas Bar,AU,Brisbane,2,10,00,12,00
Melbourne Street Wine & Tapas Bar,AU,Brisbane,3,10,00,12,00
Melbourne Street Wine & Tapas Bar,AU,Brisbane,4,10,00,12,00
Melbourne Street Wine & Tapas Bar,AU,Brisbane,5,10,00,12,00
Melbourne Street Wine & Tapas Bar,AU,Brisbane,6,10,00,12,00
Mick O'Malleys Irish Pub,AU,Brisbane,0,10,00,00,00
Mick O'Malleys Irish Pub,AU,Brisbane,1,10,00,00,00
Mick O'Malleys Irish Pub,AU,Brisbane,2,10,00,00,00
Mick O'Malleys Irish Pub,AU,Brisbane,3,10,00,01,00
Mick O'Malleys Irish Pub,AU,Brisbane,4,10,00,03,00
Mick O'Malleys Irish Pub,AU,Brisbane,5,11,00,03,00
Mick O'Malleys Irish Pub,AU,Brisbane,6,11,00,01,00
Milano Restaurant & Bar,AU,Brisbane,0,07,00,00,00
Milano Restaurant & Bar,AU,Brisbane,1,07,00,00,00
Milano Restaurant & Bar,AU,Brisbane,2,07,00,00,00
Milano Restaurant & Bar,AU,Brisbane,3,07,00,00,00
Milano Restaurant & Bar,AU,Brisbane,4,07,00,02,00
Milano Restaurant & Bar,AU,Brisbane,5,07,00,02,00
Milano Restaurant & Bar,AU,Brisbane,6,07,00,00,00
Miss Kay's,AU,Brisbane,0,07,00,20,30
Miss Kay's,AU,Brisbane,1,07,00,20,30
Miss Kay's,AU,Brisbane,2,07,00,20,30
Miss Kay's,AU,Brisbane,3,07,00,22,00
Miss Kay's,AU,Brisbane,4,07,00,00,00
Miss Kay's,AU,Brisbane,5,08,30,22,00
Miss Kay's,AU,Brisbane,6,08,30,22,00
Moda Restaurant,AU,Brisbane,0,15,00,22,00
Moda Restaurant,AU,Brisbane,1,15,00,22,00
Moda Restaurant,AU,Brisbane,2,15,00,22,00
Moda Restaurant,AU,Brisbane,3,12,00,22,00
Moda Restaurant,AU,Brisbane,4,12,00,22,00
Moda Restaurant,AU,Brisbane,5,18,00,22,00
MOS Burger,AU,Brisbane,0,07,30,22,00
MOS Burger,AU,Brisbane,1,07,30,22,00
MOS Burger,AU,Brisbane,2,07,30,22,00
MOS Burger,AU,Brisbane,3,07,30,22,00
MOS Burger,AU,Brisbane,4,07,30,23,00
MOS Burger,AU,Brisbane,5,10,00,21,00
MOS Burger,AU,Brisbane,6,10,00,20,00
Nagomi,AU,Brisbane,0,11,30,15,30
Nagomi,AU,Brisbane,1,11,30,15,30
Nagomi,AU,Brisbane,2,11,30,15,30
Nagomi,AU,Brisbane,3,11,30,15,30
Nagomi,AU,Brisbane,3,17,30,21,00
Nagomi,AU,Brisbane,4,11,30,15,30
Nagomi,AU,Brisbane,4,17,30,21,00
Nantucket Kitchen & Bar,AU,Brisbane,1,11,30,22,00
Nantucket Kitchen & Bar,AU,Brisbane,2,11,30,22,00
Nantucket Kitchen & Bar,AU,Brisbane,3,11,30,22,00
Nantucket Kitchen & Bar,AU,Brisbane,4,08,30,22,00
Nantucket Kitchen & Bar,AU,Brisbane,5,08,30,22,00
Nantucket Kitchen & Bar,AU,Brisbane,6,08,30,22,00
Nest Restaurant,AU,Brisbane,0,06,30,23,00
Nest Restaurant,AU,Brisbane,1,06,30,23,00
Nest Restaurant,AU,Brisbane,2,06,30,23,00
Nest Restaurant,AU,Brisbane,3,06,30,23,00
Nest Restaurant,AU,Brisbane,4,06,30,23,00
Nest Restaurant,AU,Brisbane,5,06,30,23,00
Nest Restaurant,AU,Brisbane,6,06,30,23,00
New Shanghai,AU,Brisbane,0,11,00,22,00
New Shanghai,AU,Brisbane,1,11,00,22,00
New Shanghai,AU,Brisbane,2,11,00,22,00
New Shanghai,AU,Brisbane,3,11,00,22,00
New Shanghai,AU,Brisbane,4,11,00,22,00
New Shanghai,AU,Brisbane,5,11,00,22,00
New Shanghai,AU,Brisbane,6,11,00,22,00
Noodle Hutt,AU,Brisbane,0,09,00,15,00
Noodle Hutt,AU,Brisbane,1,09,00,15,00
Noodle Hutt,AU,Brisbane,2,09,00,15,00
Noodle Hutt,AU,Brisbane,3,09,00,15,00
Noodle Hutt,AU,Brisbane,4,09,00,15,00
Oshin Japanese Restaurant,AU,Brisbane,0,11,30,14,30
Oshin Japanese Restaurant,AU,Brisbane,0,18,00,21,30
Oshin Japanese Restaurant,AU,Brisbane,1,11,30,14,30
Oshin Japanese Restaurant,AU,Brisbane,1,18,00,21,30
Oshin Japanese Restaurant,AU,Brisbane,2,11,30,14,30
Oshin Japanese Restaurant,AU,Brisbane,2,18,00,21,30
Oshin Japanese Restaurant,AU,Brisbane,3,11,30,14,30
Oshin Japanese Restaurant,AU,Brisbane,3,18,00,21,30
Oshin Japanese Restaurant,AU,Brisbane,4,11,30,14,30
Oshin Japanese Restaurant,AU,Brisbane,4,18,00,21,30
Oshin Japanese Restaurant,AU,Brisbane,5,18,00,21,30
Paddington Curry House,AU,Brisbane,0,16,30,21,30
Paddington Curry House,AU,Brisbane,1,16,30,21,30
Paddington Curry House,AU,Brisbane,2,16,30,21,30
Paddington Curry House,AU,Brisbane,3,16,30,21,30
Paddington Curry House,AU,Brisbane,4,16,30,21,30
Paddington Curry House,AU,Brisbane,5,16,30,21,30
Paddington Curry House,AU,Brisbane,6,16,30,21,30
Pallet Cafe,AU,Brisbane,0,06,00,15,00
Pallet Cafe,AU,Brisbane,1,06,00,15,00
Pallet Cafe,AU,Brisbane,2,06,00,21,00
Pallet Cafe,AU,Brisbane,3,06,00,21,00
Pallet Cafe,AU,Brisbane,4,06,00,21,00
Pallet Cafe,AU,Brisbane,5,06,00,21,00
Pallet Cafe,AU,Brisbane,6,06,00,21,00
Pancake Manor,AU,Brisbane,0,09,00,09,00
Pancake Manor,AU,Brisbane,1,09,00,09,00
Pancake Manor,AU,Brisbane,2,09,00,09,00
Pancake Manor,AU,Brisbane,3,09,00,09,00
Pancake Manor,AU,Brisbane,4,09,00,09,00
Pancake Manor,AU,Brisbane,5,09,00,09,00
Pancake Manor,AU,Brisbane,6,09,00,09,00
Pane e Vino,AU,Brisbane,0,07,00,22,00
Pane e Vino,AU,Brisbane,1,07,00,22,00
Pane e Vino,AU,Brisbane,2,07,00,22,00
Pane e Vino,AU,Brisbane,3,07,00,22,00
Pane e Vino,AU,Brisbane,4,07,00,23,00
Pane e Vino,AU,Brisbane,5,08,00,23,00
Pane e Vino,AU,Brisbane,6,08,00,22,00
Pappa Rich,AU,Brisbane,0,11,00,21,00
Pappa Rich,AU,Brisbane,1,11,00,21,00
Pappa Rich,AU,Brisbane,2,11,00,21,00
Pappa Rich,AU,Brisbane,3,11,00,21,00
Pappa Rich,AU,Brisbane,4,11,00,21,00
Pappa Rich,AU,Brisbane,5,11,00,21,00
Pappa Rich,AU,Brisbane,6,11,00,21,00
Pig N Whistle Queen St,AU,Brisbane,0,00,00,00,00
Pig N Whistle Queen St,AU,Brisbane,1,00,00,00,00
Pig N Whistle Queen St,AU,Brisbane,2,00,00,00,00
Pig N Whistle Queen St,AU,Brisbane,3,00,00,00,00
Pig N Whistle Queen St,AU,Brisbane,4,00,00,00,00
Pig N Whistle Queen St,AU,Brisbane,5,00,00,00,00
Pig N Whistle Queen St,AU,Brisbane,6,00,00,00,00
Pizzeria 1889,AU,Brisbane,0,11,30,23,00
Pizzeria 1889,AU,Brisbane,1,11,30,23,00
Pizzeria 1889,AU,Brisbane,2,11,30,23,00
Pizzeria 1889,AU,Brisbane,3,11,30,23,00
Pizzeria 1889,AU,Brisbane,4,11,30,23,00
Pizzeria 1889,AU,Brisbane,5,11,30,23,00
Pizzeria 1889,AU,Brisbane,6,11,30,23,00
Plum Tucker Cafe,AU,Brisbane,0,07,00,14,00
Plum Tucker Cafe,AU,Brisbane,1,07,00,14,00
Plum Tucker Cafe,AU,Brisbane,2,07,00,14,00
Plum Tucker Cafe,AU,Brisbane,3,07,00,14,00
Plum Tucker Cafe,AU,Brisbane,4,07,00,14,00
Plum Tucker Cafe,AU,Brisbane,5,07,00,14,00
Plum Tucker Cafe,AU,Brisbane,6,07,00,14,00
Prive249 Restaurant,AU,Brisbane,0,14,00,16,00
Prive249 Restaurant,AU,Brisbane,1,14,00,16,00
Prive249 Restaurant,AU,Brisbane,2,14,00,16,00
Prive249 Restaurant,AU,Brisbane,3,14,00,16,00
Prive249 Restaurant,AU,Brisbane,4,14,00,16,00
Prive249 Restaurant,AU,Brisbane,5,14,00,16,00
Prive249 Restaurant,AU,Brisbane,6,14,00,16,00
Quay West Suites Brisbane,AU,Brisbane,0,00,00,00,00
Quay West Suites Brisbane,AU,Brisbane,1,00,00,00,00
Quay West Suites Brisbane,AU,Brisbane,2,00,00,00,00
Quay West Suites Brisbane,AU,Brisbane,3,00,00,00,00
Quay West Suites Brisbane,AU,Brisbane,4,00,00,00,00
Quay West Suites Brisbane,AU,Brisbane,5,00,00,00,00
Quay West Suites Brisbane,AU,Brisbane,6,00,00,00,00
Red Hook,AU,Brisbane,0,07,00,00,00
Red Hook,AU,Brisbane,1,07,00,00,00
Red Hook,AU,Brisbane,2,07,00,00,00
Red Hook,AU,Brisbane,3,07,00,00,00
Red Hook,AU,Brisbane,4,07,00,00,00
Red Hook,AU,Brisbane,5,16,00,00,00
Riverbar & Kitchen,AU,Brisbane,0,07,00,23,30
Riverbar & Kitchen,AU,Brisbane,1,07,00,23,30
Riverbar & Kitchen,AU,Brisbane,2,07,00,23,30
Riverbar & Kitchen,AU,Brisbane,3,07,00,23,30
Riverbar & Kitchen,AU,Brisbane,4,07,00,23,30
Riverbar & Kitchen,AU,Brisbane,5,07,00,23,30
Riverbar & Kitchen,AU,Brisbane,6,07,00,23,30
Roll'd,AU,Brisbane,0,07,00,17,00
Roll'd,AU,Brisbane,1,07,00,17,00
Roll'd,AU,Brisbane,2,07,00,17,00
Roll'd,AU,Brisbane,3,07,00,20,30
Roll'd,AU,Brisbane,4,07,00,20,30
Roll'd,AU,Brisbane,5,17,00,21,00
Royal On The Park,AU,Brisbane,0,00,00,00,00
Royal On The Park,AU,Brisbane,1,00,00,00,00
Royal On The Park,AU,Brisbane,2,00,00,00,00
Royal On The Park,AU,Brisbane,3,00,00,00,00
Royal On The Park,AU,Brisbane,4,00,00,00,00
Royal On The Park,AU,Brisbane,5,00,00,00,00
Royal On The Park,AU,Brisbane,6,00,00,00,00
Sage On Ann,AU,Brisbane,0,06,30,16,00
Sage On Ann,AU,Brisbane,1,06,30,16,00
Sage On Ann,AU,Brisbane,2,06,30,16,00
Sage On Ann,AU,Brisbane,3,06,30,16,00
Sage On Ann,AU,Brisbane,4,06,30,16,00
Saigon Alley Cafe,AU,Brisbane,0,07,00,15,00
Saigon Alley Cafe,AU,Brisbane,1,07,00,15,00
Saigon Alley Cafe,AU,Brisbane,2,07,00,15,00
Saigon Alley Cafe,AU,Brisbane,3,07,00,15,00
Saigon Alley Cafe,AU,Brisbane,4,07,00,15,00
Samson & Sophie,AU,Brisbane,0,06,00,16,00
Samson & Sophie,AU,Brisbane,1,06,00,16,00
Samson & Sophie,AU,Brisbane,2,06,00,16,00
Samson & Sophie,AU,Brisbane,3,06,00,16,00
Samson & Sophie,AU,Brisbane,4,06,00,16,00
Samson & Sophie,AU,Brisbane,5,06,00,16,00
Samson & Sophie,AU,Brisbane,6,06,00,16,00
Shabu House,AU,Brisbane,0,11,30,22,30
Shabu House,AU,Brisbane,1,11,30,22,30
Shabu House,AU,Brisbane,2,11,30,22,30
Shabu House,AU,Brisbane,3,11,30,22,30
Shabu House,AU,Brisbane,4,11,30,22,30
Shabu House,AU,Brisbane,5,11,30,22,30
Shanghai Noodle House,AU,Brisbane,0,09,30,18,00
Shanghai Noodle House,AU,Brisbane,1,09,30,18,00
Shanghai Noodle House,AU,Brisbane,2,09,30,18,00
Shanghai Noodle House,AU,Brisbane,3,09,30,18,00
Shanghai Noodle House,AU,Brisbane,4,09,30,20,00
Shanghai Noodle House,AU,Brisbane,5,09,30,18,00
Shanghai Noodle House,AU,Brisbane,6,09,30,18,00
Shingle Inn City Hall,AU,Brisbane,0,08,00,17,00
Shingle Inn City Hall,AU,Brisbane,1,08,00,17,00
Shingle Inn City Hall,AU,Brisbane,2,08,00,17,00
Shingle Inn City Hall,AU,Brisbane,3,08,00,17,00
Shingle Inn City Hall,AU,Brisbane,4,08,00,17,00
Shingle Inn City Hall,AU,Brisbane,5,09,00,16,30
Shingle Inn City Hall,AU,Brisbane,6,09,00,16,30
Shingle Inn,AU,Brisbane,0,07,00,18,00
Shingle Inn,AU,Brisbane,1,07,00,18,00
Shingle Inn,AU,Brisbane,2,07,00,18,00
Shingle Inn,AU,Brisbane,3,07,00,18,00
Shingle Inn,AU,Brisbane,4,07,00,23,00
Shingle Inn,AU,Brisbane,5,08,30,17,00
Shingle Inn,AU,Brisbane,6,08,30,16,00
Sono Japanese Restaurant,AU,Brisbane,0,11,30,14,30
Sono Japanese Restaurant,AU,Brisbane,0,18,00,21,30
Sono Japanese Restaurant,AU,Brisbane,1,11,30,14,30
Sono Japanese Restaurant,AU,Brisbane,1,18,00,21,30
Sono Japanese Restaurant,AU,Brisbane,2,11,30,14,30
Sono Japanese Restaurant,AU,Brisbane,2,18,00,21,30
Sono Japanese Restaurant,AU,Brisbane,3,11,30,14,30
Sono Japanese Restaurant,AU,Brisbane,3,18,00,21,30
Sono Japanese Restaurant,AU,Brisbane,4,11,30,14,30
Sono Japanese Restaurant,AU,Brisbane,4,18,00,22,00
Sono Japanese Restaurant,AU,Brisbane,5,11,30,14,30
Sono Japanese Restaurant,AU,Brisbane,5,18,00,22,00
Sono Japanese Restaurant,AU,Brisbane,6,11,30,14,30
Sparrow & Finch Espresso,AU,Brisbane,0,06,30,17,00
Sparrow & Finch Espresso,AU,Brisbane,1,06,30,17,00
Sparrow & Finch Espresso,AU,Brisbane,2,06,30,21,00
Sparrow & Finch Espresso,AU,Brisbane,3,06,30,21,00
Sparrow & Finch Espresso,AU,Brisbane,4,06,30,22,30
Stamford Plaza Brisbane,AU,Brisbane,0,06,30,21,00
Stamford Plaza Brisbane,AU,Brisbane,1,06,30,21,00
Stamford Plaza Brisbane,AU,Brisbane,2,06,30,21,00
Stamford Plaza Brisbane,AU,Brisbane,3,06,30,21,00
Stamford Plaza Brisbane,AU,Brisbane,4,06,30,21,00
Stamford Plaza Brisbane,AU,Brisbane,5,06,30,21,00
Stamford Plaza Brisbane,AU,Brisbane,6,06,30,21,00
Steamed,AU,Brisbane,0,10,30,15,00
Steamed,AU,Brisbane,1,10,30,15,00
Steamed,AU,Brisbane,2,10,30,15,00
Steamed,AU,Brisbane,3,10,30,15,00
Steamed,AU,Brisbane,4,10,30,15,00
Sugar N'Spice Cafe,AU,Brisbane,0,05,30,17,00
Sugar N'Spice Cafe,AU,Brisbane,1,05,30,17,00
Sugar N'Spice Cafe,AU,Brisbane,2,05,30,17,00
Sugar N'Spice Cafe,AU,Brisbane,3,05,30,17,00
Sugar N'Spice Cafe,AU,Brisbane,4,05,30,17,00
Sugar N'Spice Cafe,AU,Brisbane,5,05,30,15,30
Sugar N'Spice Cafe,AU,Brisbane,6,05,30,15,30
Tank,AU,Brisbane,0,11,30,22,00
Tank,AU,Brisbane,1,11,30,22,00
Tank,AU,Brisbane,2,11,30,22,00
Tank,AU,Brisbane,3,11,30,22,00
Tank,AU,Brisbane,4,11,30,22,00
Tank,AU,Brisbane,5,17,30,22,00
Teppanyaki Lovers,AU,Brisbane,0,10,30,21,00
Teppanyaki Lovers,AU,Brisbane,1,10,30,21,00
Teppanyaki Lovers,AU,Brisbane,2,10,30,21,00
Teppanyaki Lovers,AU,Brisbane,3,10,30,21,00
Teppanyaki Lovers,AU,Brisbane,4,10,30,21,30
Teppanyaki Lovers,AU,Brisbane,5,10,30,20,30
Teppanyaki Lovers,AU,Brisbane,6,10,30,19,00
The Cutting Board,AU,Brisbane,0,09,00,17,00
The Cutting Board,AU,Brisbane,1,09,00,17,00
The Cutting Board,AU,Brisbane,2,09,00,17,00
The Cutting Board,AU,Brisbane,3,09,00,17,00
The Cutting Board,AU,Brisbane,4,09,00,17,00
The Euro,AU,Brisbane,0,12,00,15,00
The Euro,AU,Brisbane,0,18,00,23,00
The Euro,AU,Brisbane,1,12,00,15,00
The Euro,AU,Brisbane,1,18,00,23,00
The Euro,AU,Brisbane,2,12,00,15,00
The Euro,AU,Brisbane,2,18,00,23,00
The Euro,AU,Brisbane,3,12,00,15,00
The Euro,AU,Brisbane,3,18,00,23,00
The Euro,AU,Brisbane,4,12,00,15,00
The Euro,AU,Brisbane,4,18,00,23,00
The Euro,AU,Brisbane,5,18,00,23,00
The Gardens Club,AU,Brisbane,0,07,30,16,00
The Gardens Club,AU,Brisbane,1,07,30,16,00
The Gardens Club,AU,Brisbane,2,07,30,16,00
The Gardens Club,AU,Brisbane,3,07,30,16,00
The Gardens Club,AU,Brisbane,4,07,30,16,00
The Gardens Club,AU,Brisbane,5,07,30,16,00
The Gardens Club,AU,Brisbane,6,07,30,16,00
The Klay Oven,AU,Brisbane,0,17,00,21,30
The Klay Oven,AU,Brisbane,1,17,00,21,30
The Klay Oven,AU,Brisbane,2,17,00,21,30
The Klay Oven,AU,Brisbane,3,17,00,21,30
The Klay Oven,AU,Brisbane,4,17,00,21,30
The Klay Oven,AU,Brisbane,5,17,00,21,30
The Klay Oven,AU,Brisbane,6,17,00,21,30
The Lab Bar Restaurant,AU,Brisbane,0,06,30,23,00
The Lab Bar Restaurant,AU,Brisbane,1,06,30,23,00
The Lab Bar Restaurant,AU,Brisbane,2,06,30,23,00
The Lab Bar Restaurant,AU,Brisbane,3,06,30,23,00
The Lab Bar Restaurant,AU,Brisbane,4,06,30,23,00
The Lab Bar Restaurant,AU,Brisbane,5,07,00,23,00
The Lab Bar Restaurant,AU,Brisbane,6,07,00,23,00
bruce pizza and takeaway,AU,Bruce,0,09,00,20,00
bruce pizza and takeaway,AU,Bruce,1,09,00,20,00
bruce pizza and takeaway,AU,Bruce,2,09,00,20,00
bruce pizza and takeaway,AU,Bruce,3,09,00,20,00
